type=0
parse=1
Decoder=3
timeout=30
playerType=2
ua=http/1.1 okhttp/3.8.1 okhttp/3.15 okhttp/4.12.0 Herissmon/2016 judy/5.2.1 RobYang/5.2.1 Lavf/58.12.100 catvod.com Goiptv/8.8.8 Goiptv/0.0.1 xieanqishiwoerzi/0.0.1 okHttp/Mod-1.0.0 Mozilla/5.0 Mozilla/5.2 Mozilla/5.2 AppleWebKit/537.36 Chrome/108.0.0.0 Safari/537.36 okhttp/5.3.2 okhttp



🚧 0508 Check,#genre#
東森新聞,http://106.107.242.201:50007/4gtv-4gtv152/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物一台,http://106.107.242.201:50007/4gtv-live047/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物一台,http://106.107.242.201:50007/of-4gtv-4gtv102/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物二台,http://106.107.242.201:50007/4gtv-live046/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物二台,http://106.107.242.201:50007/of-4gtv-4gtv103/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物三台,http://106.107.242.201:50007/4gtv-live048/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物四台,http://106.107.242.201:50007/4gtv-live049/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
采昌影劇,http://106.107.242.201:50007/4gtv-4gtv049/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
金光布袋戲,http://106.107.242.201:50007/4gtv-live144/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
客家電視,http://106.107.242.201:50007/4gtv-4gtv043/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
倪珍播新聞,http://106.107.242.201:50007/nnews-zh/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
原住民族電視台,http://106.107.242.201:50007/4gtv-live014/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
時尚運動X,http://106.107.242.201:50007/4gtv-4gtv014/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
時尚運動X,http://106.107.242.201:50007/4gtv-live411/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道1台,http://106.107.242.201:50007/4gtv-4gtv084/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道1台,http://106.107.242.201:50007/of-4gtv-4gtv084/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道2台,http://106.107.242.201:50007/4gtv-4gtv085/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道2台,http://106.107.242.201:50007/of-4gtv-4gtv085/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
第1商業台,http://106.107.242.201:50007/4gtv-4gtv104/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
智林體育,http://106.107.242.201:50007/4gtv-4gtv101/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視,http://106.107.242.201:50007/4gtv-4gtv041/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視,http://106.107.242.201:50007/of-4gtv-4gtv041/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視新聞,http://106.107.242.201:50007/4gtv-4gtv052/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視新聞,http://106.107.242.201:50007/4gtv-live452/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視新聞,http://106.107.242.201:50007/of-4gtv-4gtv052/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
視納華仁紀實頻道,http://106.107.242.201:50007/4gtv-4gtv013/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
新唐人亞太台,http://106.107.242.201:50007/4gtv-live050/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
經典卡通台,http://106.107.242.201:50007/4gtv-live022/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
經典電影台,http://106.107.242.201:50007/4gtv-live021/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
達文西頻道,http://106.107.242.201:50007/4gtv-4gtv018/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
電影原聲台CMusic,http://106.107.242.201:50007/4gtv-live031/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天日本,http://106.107.242.201:50007/4gtv-4gtv047/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天卡通,http://106.107.242.201:50007/4gtv-4gtv044/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天育樂,http://106.107.242.201:50007/4gtv-4gtv062/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天映畫,http://106.107.242.201:50007/4gtv-4gtv055/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天資訊,http://106.107.242.201:50007/4gtv-4gtv065/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天電影,http://106.107.242.201:50007/4gtv-4gtv061/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天綜合,http://106.107.242.201:50007/4gtv-4gtv046/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天戲劇,http://106.107.242.201:50007/4gtv-4gtv058/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖洋卡通Nice Bingo,http://106.107.242.201:50007/4gtv-4gtv057/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖洋戲劇,http://106.107.242.201:50007/4gtv-4gtv045/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
滾動力 Rollor,http://106.107.242.201:50007/4gtv-live012/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
精選動漫台,http://106.107.242.201:50007/4gtv-live024/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
影迷數位紀實台,http://106.107.242.201:50007/litv-ftv15/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
影迷數位電影台,http://106.107.242.201:50007/4gtv-4gtv011/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
豬哥亮歌廳秀,http://106.107.242.201:50007/4gtv-4gtv006/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇財經,http://106.107.242.201:50007/of-4gtv-4gtv158/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞,http://106.107.242.201:50007/4gtv-live408/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞,http://106.107.242.201:50007/litv-longturn14/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞,http://106.107.242.201:50007/of-litv-longturn14/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞台灣台,http://106.107.242.201:50007/4gtv-4gtv156/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞台灣台,http://106.107.242.201:50007/of-4gtv-4gtv156/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華日韓台,http://106.107.242.201:50007/litv-xinchuang11/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華卡通台,http://106.107.242.201:50007/litv-xinchuang01/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華洋片台,http://106.107.242.201:50007/litv-xinchuang02/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華偶像台,http://106.107.242.201:50007/litv-xinchuang12/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華經典台,http://106.107.242.201:50007/litv-xinchuang21/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華電影台,http://106.107.242.201:50007/litv-xinchuang03/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華戲劇台,http://106.107.242.201:50007/litv-xinchuang18/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
韓國娛樂台,http://106.107.242.201:50007/4gtv-4gtv016/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
鏡電視新聞台,http://106.107.242.201:50007/4gtv-4gtv075/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ





🐳 四季線上TV(備用),#genre#

AMC電影台,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv017
Arirang TV,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv079
BLOOMBERG TV,http://live1.robyang.dpdns.org:50001?id=4gtv-live059
CI 罪案偵查頻道,http://live1.robyang.dpdns.org:50001?id=4gtv-live027
Cinema World,http://live1.robyang.dpdns.org:50001?id=4gtv-live069
CLASSICA古典音樂,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv059
CMusic,http://live1.robyang.dpdns.org:50001?id=4gtv-live031
CNBC Asia,http://live1.robyang.dpdns.org:50001?id=4gtv-live130
DreamWorks,http://live1.robyang.dpdns.org:50001?id=4gtv-live017
DW德國之聲,http://live1.robyang.dpdns.org:50001?id=4gtv-live071
FRANCE 24,http://live1.robyang.dpdns.org:50001?id=4gtv-live146
FUN 4K探索娛樂,http://live1.robyang.dpdns.org:50001?id=4gtv-live011
GINX Esports TV,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv053
Global Trekker,http://live1.robyang.dpdns.org:50001?id=4gtv-live112
HITS,http://live1.robyang.dpdns.org:50001?id=4gtv-live620
Lifetime,http://live1.robyang.dpdns.org:50001?id=4gtv-live029
LiveABC互動英語,http://live1.robyang.dpdns.org:50001?id=4gtv-live030
LOVE NATURE,http://live1.robyang.dpdns.org:50001?id=4gtv-live208
LUXE TV,http://live1.robyang.dpdns.org:50001?id=4gtv-live121
MEZZO LIVE,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv083
MOMO親子,http://live1.robyang.dpdns.org:50001?id=4gtv-live107
Nick Jr,http://live1.robyang.dpdns.org:50001?id=4gtv-live032
Nickelodeon,http://live1.robyang.dpdns.org:50001?id=4gtv-live105
ROCK Action,http://live1.robyang.dpdns.org:50001?id=4gtv-live138
ROCK Entertainment,http://live1.robyang.dpdns.org:50001?id=4gtv-live080
TRACE URBAN,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv082
TV5MONDE Style,http://live1.robyang.dpdns.org:50001?id=4gtv-live122
TVBS HD,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv073
TVBS新聞,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv072
TVBS精采,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv067
TVBS歡樂,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv068
人間衛視,http://live1.robyang.dpdns.org:50001?id=4gtv-live008
八大精彩,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv034
八大綜合,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv039
三立iNEWS,http://live1.robyang.dpdns.org:50001?id=4gtv-live089
三立綜合,http://live1.robyang.dpdns.org:50001?id=4gtv-live207
大愛,http://live1.robyang.dpdns.org:50001?id=4gtv-live007
大愛2台,http://live1.robyang.dpdns.org:50001?id=4gtv-live106
中天新聞,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv009
中視,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv040
中視新聞,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv074
公視戲劇,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv042
民視,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv002
民視台灣,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv001
民視旅遊,http://live1.robyang.dpdns.org:50001?id=litv-ftv07
民視第一,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv003
民視新聞,http://live1.robyang.dpdns.org:50001?id=litv-ftv13
民視綜藝,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv004
民視影劇,http://live1.robyang.dpdns.org:50001?id=litv-ftv09
全球財經,http://live1.robyang.dpdns.org:50001?id=4gtv-live060
好消息,http://live1.robyang.dpdns.org:50001?id=litv-ftv16
好消息2台,http://live1.robyang.dpdns.org:50001?id=litv-ftv17
車迷TV,http://live1.robyang.dpdns.org:50001?id=4gtv-live201
亞洲旅遊,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv076
幸福空間居家,http://live1.robyang.dpdns.org:50001?id=4gtv-live206
東森財經新聞,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv153
東森新聞,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv152
東森購物一台,http://live1.robyang.dpdns.org:50001?id=4gtv-live047
東森購物二台,http://live1.robyang.dpdns.org:50001?id=4gtv-live046
東森購物三台,http://live1.robyang.dpdns.org:50001?id=4gtv-live048
東森購物五台,http://live1.robyang.dpdns.org:50001?id=4gtv-live049
采昌影劇,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv049
金光布袋戲,http://live1.robyang.dpdns.org:50001?id=4gtv-live144
客家電視,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv043
原住民族電視,http://live1.robyang.dpdns.org:50001?id=4gtv-live014
時尚運動X,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv014
國會頻道1,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv084
國會頻道2,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv085
智林體育,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv101
華視,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv041
華視新聞,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv052
視納華仁紀實,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv013
愛爾達生活旅遊,http://live1.robyang.dpdns.org:50001?id=4gtv-live120
愛爾達寵物運動,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv070
新唐人亞太,http://live1.robyang.dpdns.org:50001?id=4gtv-live050
經典卡通,http://live1.robyang.dpdns.org:50001?id=4gtv-live022
經典電影,http://live1.robyang.dpdns.org:50001?id=4gtv-live021
達文西頻道,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv018
靖天日本,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv047
靖天卡通,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv044
靖天育樂,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv062
靖天映畫,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv055
靖天國際,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv063
靖天資訊,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv065
靖天綜合,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv046
靖天戲劇,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv058
靖天歡樂,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv054
靖洋卡通,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv057
靖洋戲劇,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv045
滾動力 Rollor,http://live1.robyang.dpdns.org:50001?id=4gtv-live012
精選動漫台,http://live1.robyang.dpdns.org:50001?id=4gtv-live024
影迷數位電影,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv011
豬哥亮歌廳秀,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv006
寰宇新聞,http://live1.robyang.dpdns.org:50001?id=litv-longturn14
寰宇新聞台灣,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv156
歷史頻道,http://live1.robyang.dpdns.org:50001?id=4gtv-live026
鏡新聞,http://live1.robyang.dpdns.org:50001?id=4gtv-4gtv075














🐠 Cat-VOD,#genre#



Asia Food Network,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XakJzUlE3Zk9WQ3NJVkNlbDZpSU1kTjBofGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTU1ODNhNDJlJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
AXN Taiwan,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldzaFZlZkI2V2h1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTg4MDMxNzI1JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
CINEMAX,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XalduZ1ZScU1RWnliNjU2NGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9ZGIzZmUyZWQmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
DAZN 1,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldTeXhSaDJaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9NzVjYzkwODgmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
DAZN 2,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldTeXhSaDdaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MjA5NDY3MmUmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
DW (Deutsch),https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldTTlpOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1hZTlmZTJiMiZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
Elta體育1台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxODZDc2xwQ2Y3NkVzYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPWY4Y2MyMWMwJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
Elta體育2台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxODZDc2xwQ2Y3NkVKYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPWQ5NDk2NjBhJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
Elta體育3台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxODZDc2xwQ2Y3NkVuYjY1NjRqTnQ4UVplOHZabkJqUkJsNlBGfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPThjY2JhNTYxJmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
EYETV 旅遊,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxSXpaU1c2NUp5NlJxOFpOU05WcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1iMmMwOThjOSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
EYETV 戲劇,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldxSXpaU1d4Q2VLNnFmQjZXaHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9YjA2ZjMyN2ImY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
HBO Signature Taiwan,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald5clZObmd6V0l5NjVxN3pxZkI2V2h1cEMyeXhVMmdwTl80VlBuYUFtfGNkPTA5MTJhNTRjJmNuPTZlN2JhNDQ3JmNwPTIyMmI3OWI2JmN1PTRiNmE1OTZmJnJwPWRQX0JqTGRCakwxbG5paDJuRUY&tk=6759a8f65e7035b71b11e5478c66f764
HBO_HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald5clZXeTlaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9ZmZmNmRkNTMmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
HBO_HITS,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald5clZXeWc2NW5iNjU2NGpOdDhRWmU4dlpuQmpSQmw2UEZ8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9OWVkOTUxNjMmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
Hollywood Movies,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xald5dVZDMkk2V2Z1ekNhdTZSZWVwYWZCNldodXBDMnl4VTJncE5fNFZQbmFBbXxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD1lNTAwYWQ5YSZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
MTV Live,https://live.catvod.com/?id=L2xyL2RMUU9uUG1XaldhQjZSeTlaTlNOVnJmT1ZDc0lWQ2VsNmlJTWROMGh8Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9YzQ5YWEzZTcmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
TVBS HD,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5TV1FjZHVwQzJ5eFUyZ3BOXzRWUG5hQW18Y2Q9MDkxMmE1NGMmY249NmU3YmE0NDcmY3A9MzY5OGQxYzEmY3U9NGI2YTU5NmYmcnA9ZFBfQmpMZEJqTDFsbmloMm5FRg&tk=6759a8f65e7035b71b11e5478c66f764
TVBS News 新聞台,https://live.catvod.com/?id=L2xyL2RMUU9uUG1Xak5TV1FjbmJWcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0wOTEyYTU0YyZjbj02ZTdiYTQ0NyZjcD02OWI3ZjVkNyZjdT00YjZhNTk2ZiZycD1kUF9CakxkQmpMMWxuaWgybkVG&tk=6759a8f65e7035b71b11e5478c66f764
